id,rank,hit,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1139,64,No,Ghost Town,Adam Lambert,68,0.885,0.47700000000000004,6,-9.196,0,0.0664,0.000131,0.000664,0.336,0.691,130.078
1140,99,No,Hold Each Other,A Great Big World Featuring FUTURISTIC,59,0.61,0.7959999999999999,10,-5.431,1,0.0656,0.0365,0.0,0.27399999999999997,0.51,159.944
1141,54,No,Infinity,One Direction,71,0.45899999999999996,0.884,10,-5.005,0,0.0644,0.00539,0.0,0.107,0.615,154.868
1142,67,No,Black Magic,Little Mix,74,0.777,0.895,4,-4.4639999999999995,1,0.0618,0.0348,0.0,0.317,0.826,111.98700000000001
1143,88,No,30 For 30 Freestyle,Drake,59,0.611,0.612,4,-9.151,0,0.434,0.654,0.0,0.124,0.29100000000000004,91.47
1144,26,Yes,Kick The Dust Up,Luke Bryan,68,0.596,0.855,1,-2.255,1,0.0474,0.19699999999999998,0.0,0.11,0.8109999999999999,172.082
1145,22,Yes,Classic Man,Jidenna Featuring Roman GianArthur,69,0.79,0.585,8,-6.058,1,0.0348,0.185,0.0,0.292,0.585,94.072
1146,9,Yes,"Honey, I'm Good.",Andy Grammer,68,0.752,0.775,9,-7.289,1,0.0546,0.0324,0.0,0.35100000000000003,0.595,122.014
1147,36,Yes,Crash And Burn,Thomas Rhett,72,0.5579999999999999,0.778,3,-4.03,0,0.27399999999999997,0.0719,0.0,0.0905,0.294,88.125
1148,90,No,Runnin' (Lose It All),Naughty Boy Featuring Beyonce & Arrow Benjamin,65,0.318,0.838,6,-6.039,1,0.0793,0.0091,8.51e-05,0.451,0.0668,140.005
1149,43,Yes,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,71,0.8540000000000001,0.7659999999999999,9,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118.00399999999999
1150,81,No,Alright,Kendrick Lamar,73,0.7909999999999999,0.779,7,-5.972,1,0.235,0.0734,0.0,0.0832,0.56,110.037
1151,40,Yes,R.I.C.O.,Meek Mill Featuring Drake,77,0.727,0.599,1,-6.941,1,0.327,0.317,0.0,0.21899999999999997,0.386,167.90900000000002
1152,13,Yes,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,73,0.733,0.6759999999999999,10,-5.655,0,0.0432,0.0697,0.0,0.20800000000000002,0.701,97.448
1153,54,No,Tell Your Friends,The Weeknd,68,0.579,0.45899999999999996,1,-11.083,0,0.0442,0.25,0.0,0.18100000000000002,0.304,74.541
1154,55,No,Hell Of A Night,Dustin Lynch,62,0.645,0.836,2,-7.23,0,0.159,0.37,0.0,0.125,0.17600000000000002,123.96600000000001
1155,22,Yes,She's Kinda Hot,5 Seconds Of Summer,60,0.659,0.9,4,-4.856,1,0.0317,0.00216,0.0,0.111,0.878,118.04
1156,83,No,About You,Trey Songz,73,0.946,0.6459999999999999,5,-6.604,1,0.21,0.21899999999999997,0.0,0.0643,0.961,127.978
1157,74,No,Real Life,Jake Owen,69,0.445,0.746,6,-6.281000000000001,0,0.456,0.268,0.00033,0.138,0.121,170.612
1158,51,No,Should've Been Us,Tori Kelly,64,0.66,0.75,6,-5.4879999999999995,0,0.11699999999999999,0.00468,1.3000000000000001e-05,0.0737,0.445,90.042
1159,92,No,Firestone,Kygo Featuring Conrad,79,0.486,0.652,11,-7.226,0,0.052000000000000005,0.408,6.63e-05,0.077,0.391,113.055
1160,40,Yes,Loving You Easy,Zac Brown Band,65,0.722,0.593,1,-3.9530000000000003,1,0.0269,0.017,1.42e-06,0.067,0.326,98.98200000000001
1161,47,Yes,Prisoner,The Weeknd Featuring Lana Del Rey,66,0.5479999999999999,0.405,0,-12.700999999999999,0,0.0392,0.43200000000000005,0.000131,0.20600000000000002,0.32799999999999996,134.997
1162,91,No,Dark Times,The Weeknd Featuring Ed Sheeran,70,0.585,0.424,7,-9.595,1,0.0724,0.098,1.42e-05,0.125,0.21100000000000002,132.878
1163,64,No,Beautiful Now,Zedd Featuring Jon Bellion,68,0.631,0.8290000000000001,11,-4.093999999999999,0,0.0279,0.0066099999999999996,4.29e-05,0.0784,0.5329999999999999,127.985
1164,62,No,Real Life,The Weeknd,69,0.445,0.746,6,-6.281000000000001,0,0.456,0.268,0.00033,0.138,0.121,170.612
1165,38,Yes,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",56,0.698,0.8,0,-6.218999999999999,1,0.0913,0.0432,1.06e-06,0.575,0.601,127.96700000000001
1166,83,No,Burn Slow,Wiz Khalifa Featuring Rae Sremmurd,58,0.42,0.466,8,-9.407,0,0.28800000000000003,0.10099999999999999,0.00034500000000000004,0.10300000000000001,0.23399999999999999,180.326
1167,71,No,Do It Again,Pia Mia Featuring Chris Brown & Tyga,68,0.7140000000000001,0.5589999999999999,8,-6.542999999999999,1,0.0515,0.0299,0.0,0.08800000000000001,0.41100000000000003,95.979
1168,82,No,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,63,0.677,0.579,8,-6.665,0,0.16,0.773,0.0,0.11,0.312,157.967
1169,66,No,Cheyenne,Jason Derulo,61,0.5539999999999999,0.768,6,-5.812,0,0.127,0.0126,7.13e-06,0.122,0.324,99.679
1170,64,No,Omen,Disclosure Featuring Sam Smith,66,0.615,0.7809999999999999,5,-4.838,0,0.203,0.111,0.0,0.373,0.687,105.96700000000001
1171,79,No,Shameless,The Weeknd,67,0.605,0.5589999999999999,3,-8.257,0,0.0271,0.132,0.0,0.0955,0.271,100.042
1172,31,Yes,The Night Is Still Young,Nicki Minaj,62,0.648,0.722,1,-6.082999999999999,0,0.054000000000000006,0.00236,0.00611,0.141,0.669,127.96799999999999
1173,8,Yes,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",58,0.44,0.5489999999999999,5,-8.502,1,0.0298,0.161,0.0824,0.0974,0.518,151.96
1174,77,No,Roots,Imagine Dragons,78,0.525,0.685,7,-3.9539999999999997,0,0.0351,0.385,0.0,0.0731,0.54,78.003
1175,85,No,Losers,The Weeknd Featuring Labrinth,63,0.6629999999999999,0.49200000000000005,0,-9.811,0,0.0526,0.0365,0.00047300000000000006,0.5820000000000001,0.32,90.976
1176,55,No,Young & Crazy,Frankie Ballard,61,0.61,0.8759999999999999,0,-4.244,1,0.0394,0.0247,0.0,0.31,0.7829999999999999,115.05
1177,95,No,Jet Black Heart,5 Seconds Of Summer,59,0.51,0.833,11,-4.271,0,0.0329,0.000185,0.0,0.0917,0.563,153.984
1178,15,Yes,B**** Better Have My Money,Rihanna,72,0.778,0.741,10,-4.97,0,0.0484,0.0538,2.04e-06,0.29,0.364,102.95
1179,3,Yes,Love Me Like You Do,Ellie Goulding,74,0.254,0.617,5,-6.612,0,0.0537,0.24,0.0,0.125,0.255,189.425
1180,9,Yes,Nasty Freestyle,T-Wayne,69,0.779,0.47200000000000003,11,-7.1160000000000005,1,0.218,0.0577,0.0,0.114,0.41200000000000003,135.05100000000002
1181,38,Yes,Straight Outta Compton,N.W.A,68,0.833,0.8740000000000001,8,-9.426,1,0.155,0.0495,0.0,0.345,0.414,102.866
1182,50,No,Boyz-N-The Hood,Eazy-E,67,0.792,0.503,8,-8.359,1,0.276,0.0198,0.0,0.34700000000000003,0.6629999999999999,87.84700000000001
1183,43,Yes,Be Real,Kid Ink Featuring DeJ Loaf,64,0.762,0.611,9,-5.462000000000001,0,0.0876,0.122,0.000315,0.141,0.386,99.934
1184,38,Yes,Sangria,Blake Shelton,71,0.6459999999999999,0.7240000000000001,9,-6.96,1,0.0265,0.017,1.39e-06,0.153,0.54,115.984
1185,55,No,Kiss You In The Morning,Michael Ray,53,0.557,0.909,11,-3.405,1,0.0423,0.007690000000000001,0.0,0.317,0.857,152.13
1186,44,Yes,One Hell Of An Amen,Brantley Gilbert,66,0.5489999999999999,0.6629999999999999,1,-5.598,1,0.0291,0.012,4.63e-06,0.0751,0.5529999999999999,138.02
1187,51,No,High By The Beach,Lana Del Rey,65,0.513,0.504,11,-11.133,0,0.036000000000000004,0.244,0.00783,0.11900000000000001,0.0745,131.953
1188,100,No,I'm To Blame,Kip Moore,55,0.688,0.878,7,-5.358,1,0.0384,0.303,0.0,0.0775,0.895,89.98899999999999
1189,12,Yes,Talking Body,Tove Lo,66,0.735,0.769,4,-5.545,0,0.0335,0.09699999999999999,0.0,0.081,0.0802,120.001
1190,51,No,Like A Wrecking Ball,Eric Church,65,0.691,0.336,0,-10.843,1,0.0392,0.35,0.000684,0.11900000000000001,0.613,135.954
1191,61,No,Wet Dreamz,J. Cole,82,0.504,0.705,6,-8.205,0,0.364,0.0752,0.0,0.128,0.584,175.483
1192,46,Yes,Tonight Looks Good On You,Jason Aldean,61,0.48100000000000004,0.75,6,-5.593,0,0.0537,0.21899999999999997,1.2e-06,0.0958,0.523,169.958
1193,40,Yes,Fun,Pitbull Featuring Chris Brown,72,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.93799999999999
1194,68,No,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",58,0.7979999999999999,0.7040000000000001,10,-4.317,0,0.19899999999999998,0.0937,0.0,0.308,0.867,116.016
1195,100,No,Fly Away,5 Seconds Of Summer,68,0.517,0.552,4,-9.459,0,0.517,0.21100000000000002,0.0,0.0756,0.127,83.54799999999999
1196,13,Yes,You Know You Like It,DJ Snake & AlunaGeorge,68,0.426,0.722,5,-5.369,0,0.196,0.0113,1.27e-06,0.262,0.25,196.13299999999998
1197,94,No,If Only,Dove Cameron,62,0.44299999999999995,0.94,10,-5.107,0,0.04,0.0022199999999999998,0.0,0.263,0.521,95.196
1198,55,No,Commas,Future,75,0.8740000000000001,0.568,11,-5.896,0,0.22399999999999998,0.0698,1.3800000000000002e-05,0.149,0.46,139.995
1199,100,No,100 Grandkids,Mac Miller,62,0.735,0.7490000000000001,10,-3.766,0,0.0874,0.371,0.0,0.47,0.373,93.71799999999999
1200,20,Yes,Take Your Time,Sam Hunt,71,0.551,0.7190000000000001,11,-5.631,1,0.0416,0.0869,0.0,0.21899999999999997,0.449,158.08
1201,26,Yes,Slow Motion,Trey Songz,76,0.733,0.408,7,-7.834,0,0.0388,0.679,3.9200000000000004e-05,0.11,0.29100000000000004,94.947
1202,78,No,Charged Up,Drake,52,0.46799999999999997,0.693,6,-7.059,0,0.5529999999999999,0.909,0.0,0.11599999999999999,0.308,84.762
1203,46,Yes,Love You Like That,Canaan Smith,72,0.561,0.7559999999999999,11,-5.056,1,0.0287,0.0127,8.340000000000001e-05,0.233,0.7020000000000001,145.129
1204,23,Yes,This Summer's Gonna Hurt...,Maroon 5,18,0.643,0.344,2,-8.192,0,0.0264,0.894,0.000273,0.113,0.7929999999999999,90.03399999999999
1205,66,No,Crushin' It,Brad Paisley,58,0.595,0.823,2,-5.864,1,0.0483,0.0385,1.35e-06,0.0984,0.745,108.99
1206,70,No,The Matrimony,Wale Featuring Usher,66,0.748,0.767,11,-7.806,0,0.172,0.0267,0.0,0.33399999999999996,0.519,133.929
1207,75,No,Good Thing,Sage The Gemini Featuring Nick Jonas,64,0.679,0.769,7,-3.405,1,0.0365,0.48700000000000004,0.0,0.292,0.657,121.055
1208,18,Yes,Girl Crush,Little Big Town,68,0.513,0.221,0,-10.232999999999999,1,0.0302,0.8220000000000001,0.0,0.113,0.354,173.865
1209,17,Yes,Elastic Heart,Sia,71,0.42100000000000004,0.7909999999999999,9,-4.998,1,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075
1210,1,Yes,Shake It Off,Taylor Swift,73,0.653,0.799,7,-5.359,1,0.163,0.0577,0.0,0.221,0.945,160.017
1211,63,No,No Sleeep,Janet Featuring J. Cole,48,0.757,0.47,2,-7.722,1,0.125,0.0131,0.00022400000000000002,0.109,0.32,88.04700000000001
1212,78,No,Fire N Gold,Bea Miller,62,0.539,0.8690000000000001,6,-5.341,1,0.0471,0.00463,0.0,0.324,0.36200000000000004,143.987
1213,45,Yes,Love Me Like You Mean It,Kelsea Ballerini,61,0.645,0.84,4,-5.894,1,0.0518,0.0452,0.0,0.327,0.805,151.94
1214,40,Yes,Bright,Echosmith,81,0.8140000000000001,0.743,9,-2.968,1,0.159,0.152,0.0,0.163,0.36700000000000005,107.99600000000001
1215,80,No,Kings Never Die,Eminem Featuring Gwen Stefani,63,0.779,0.8859999999999999,4,-5.314,0,0.113,0.0247,0.0,0.21,0.0796,112.459
1216,79,No,Yoga,Janelle Monae & Jidenna,67,0.2,0.00461,10,-32.499,1,0.0372,0.991,0.9420000000000001,0.257,0.239,75.28399999999999
1217,92,No,Back It Up,Prince Royce Featuring Jennifer Lopez & Pitbull,61,0.703,0.594,7,-6.996,1,0.268,0.0158,1.93e-05,0.0802,0.451,123.234
1218,99,No,Like I Can,Sam Smith,68,0.652,0.632,7,-6.612,0,0.0375,0.363,1.2e-05,0.124,0.484,99.95200000000001
1219,56,No,Baby Be My Love Song,Easton Corbin,62,0.488,0.7090000000000001,0,-6.063,1,0.046,0.0677,0.0,0.287,0.469,168.05
1220,40,Yes,Sippin' On Fire,Florida Georgia Line,63,0.478,0.929,10,-3.1919999999999997,1,0.032,0.0051,1.0300000000000001e-05,0.348,0.7490000000000001,142.95600000000002
1221,95,No,Blow A Bag,Future,61,0.7929999999999999,0.607,4,-6.4879999999999995,0,0.08199999999999999,0.218,4.95e-06,0.348,0.15,140.99200000000002
1222,82,No,Tear In My Heart,twenty one pilots,76,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113
1223,100,No,Dance Like We're Making Love,Ciara,61,0.721,0.541,7,-8.623,0,0.0659,0.063,4.47e-06,0.165,0.263,96.046
1224,10,Yes,Somebody,Natalie La Rose Featuring Jeremih,75,0.49200000000000005,0.6809999999999999,6,-7.037999999999999,1,0.075,0.14300000000000002,0.0,0.19899999999999998,0.511,178.01
1225,6,Yes,Style,Taylor Swift,66,0.594,0.8,7,-5.56,1,0.0377,0.00253,0.00244,0.11699999999999999,0.473,95.036
1226,44,Yes,Don't It,Billy Currington,75,0.7809999999999999,0.81,10,-4.301,0,0.35600000000000004,0.738,0.0,0.14400000000000002,0.9079999999999999,173.949
1227,47,Yes,Little Toy Guns,Carrie Underwood,59,0.434,0.868,7,-1.208,1,0.0603,0.004070000000000001,1.98e-06,0.0919,0.204,161.886
1228,39,Yes,I Really Like You,Carly Rae Jepsen,64,0.623,0.81,5,-4.683,1,0.0418,0.005529999999999999,5.15e-05,0.257,0.579,122.041
1229,88,No,Lord Knows,Meek Mill,61,0.44,0.884,10,-5.434,0,0.322,0.0789,0.0,0.8009999999999999,0.31,84.505
1230,91,No,Jump Out The Face,Meek Mill Featuring Future,63,0.6990000000000001,0.5429999999999999,0,-8.879,1,0.138,0.0411,1.26e-06,0.17800000000000002,0.14,130.064
1231,90,No,Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B,67,0.912,0.644,11,-6.632000000000001,1,0.287,0.0071400000000000005,0.0,0.107,0.49200000000000005,96.0
1232,8,Yes,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,69,0.657,0.8270000000000001,5,-4.0360000000000005,1,0.0734,0.000704,0.00534,0.065,0.69,145.889
1233,75,No,Love Is Your Name,Steven Tyler,55,0.34299999999999997,0.593,0,-7.343999999999999,1,0.0319,0.0938,0.0,0.6759999999999999,0.141,147.873
1234,78,No,Bad For You,Meek Mill Featuring Nicki Minaj,61,0.68,0.5710000000000001,8,-7.053999999999999,1,0.222,0.37799999999999995,0.0,0.10300000000000001,0.0911,145.02100000000002
1235,55,No,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,52,0.5429999999999999,0.499,5,-6.27,1,0.0256,0.401,0.000101,0.125,0.36,71.038
1236,47,Yes,Smoke,A Thousand Horses,81,0.6579999999999999,0.736,9,-6.097,0,0.308,0.113,0.0,0.0978,0.804,143.966
1237,98,No,Brother,NEEDTOBREATHE Featuring Gavin DeGraw,75,0.493,0.636,10,-5.894,1,0.049,0.341,0.0,0.201,0.228,120.13600000000001
1238,32,Yes,Budapest,George Ezra,70,0.7170000000000001,0.455,5,-8.302999999999999,1,0.0276,0.0846,0.0,0.11,0.389,127.81
1239,1,Yes,Blank Space,Taylor Swift,71,0.7509999999999999,0.684,5,-5.4479999999999995,1,0.0679,0.0847,0.0,0.0737,0.597,95.979
1240,78,No,Coffee,Miguel,64,0.457,0.455,0,-8.112,1,0.188,0.348,0.00122,0.142,0.163,100.04899999999999
1241,53,No,Know Yourself,Drake,72,0.735,0.41,11,-8.735,0,0.2,0.19,0.0,0.341,0.16399999999999998,114.81200000000001
1242,61,No,Flashlight,Jessie J,73,0.51,0.602,3,-6.317,1,0.0616,0.299,0.0,0.126,0.308,148.077
1243,14,Yes,Dear Future Husband,Meghan Trainor,72,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.8320000000000001,79.42699999999999
1244,13,Yes,One Last Time,Ariana Grande,76,0.628,0.593,8,-5.0360000000000005,1,0.0323,0.09300000000000001,1.65e-06,0.096,0.10400000000000001,125.02600000000001
1245,26,Yes,Energy,Drake,73,0.743,0.5710000000000001,11,-8.038,1,0.505,0.32899999999999996,0.0,0.522,0.5710000000000001,172.05599999999998
1246,56,No,Wild Child,Kenny Chesney With Grace Potter,67,0.37,0.174,4,-19.316,0,0.0377,0.95,0.0029,0.11,0.18100000000000002,92.75
1247,66,No,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi",71,0.695,0.8690000000000001,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.98899999999999
1248,84,No,B**** I'm Madonna,Madonna Featuring Nicki Minaj,52,0.723,0.613,3,-5.707000000000001,0,0.156,0.0507,0.000314,0.17600000000000002,0.539,150.076
1249,29,Yes,Pretty Girls,Britney Spears & Iggy Azalea,82,0.841,0.516,11,-7.461,0,0.11800000000000001,0.0263,0.00072,0.111,0.556,145.995
1250,100,No,Check,Young Thug,70,0.35200000000000004,0.912,7,-4.253,1,0.0725,0.00197,0.0,0.193,0.35100000000000003,166.795
1251,28,Yes,Blessings,Big Sean Featuring Drake,70,0.7140000000000001,0.34299999999999997,10,-7.641,1,0.38,0.723,5.48e-06,0.102,0.37200000000000005,72.348
1252,8,Yes,Lay Me Down,Sam Smith,75,0.473,0.192,4,-10.979000000000001,1,0.0417,0.922,0.0,0.106,0.335,125.152
1253,93,No,Sparks,Hilary Duff,72,0.466,0.759,8,-4.978,0,0.19899999999999998,0.0521,0.0,0.0587,0.32799999999999996,160.033
1254,31,Yes,Believe,Mumford & Sons,75,0.884,0.483,1,-5.629,0,0.175,0.168,0.0,0.34299999999999997,0.105,130.086
1255,90,No,I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,71,0.49200000000000005,0.698,1,-5.606,1,0.171,0.0524,0.0,0.428,0.28800000000000003,139.953
1256,94,No,Flicka Da Wrist,Chedda Da Connect,52,0.9490000000000001,0.387,6,-8.798,1,0.35200000000000004,0.043,1.51e-06,0.0578,0.5579999999999999,125.04700000000001
1257,41,Yes,Nasty,Bandit Gang Marco Featuring Dro,69,0.779,0.47200000000000003,11,-7.1160000000000005,1,0.218,0.0577,0.0,0.114,0.41200000000000003,135.05100000000002
1258,9,Yes,Time Of Our Lives,Pitbull & Ne-Yo,75,0.45399999999999996,0.708,10,-4.526,0,0.0675,0.00124,0.000181,0.0679,0.483,192.18
1259,13,Yes,Chains,Nick Jonas,85,0.764,0.46799999999999997,2,-8.48,1,0.27399999999999997,0.0225,0.0,0.26,0.36,131.026
1260,82,No,3500,Travi$ Scott Featuring Future & 2 Chainz,70,0.773,0.595,8,-6.062,0,0.161,0.114,2.47e-06,0.13,0.33799999999999997,123.96799999999999
1261,15,Yes,All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",72,0.5379999999999999,0.8170000000000001,8,-5.202000000000001,1,0.0366,0.0038,0.0,0.33,0.47600000000000003,145.005
1262,17,Yes,I Want You To Know,Zedd Featuring Selena Gomez,64,0.58,0.8420000000000001,9,-2.867,0,0.0656,0.0047,5.87e-06,0.158,0.34700000000000003,129.955
1263,62,No,L$D,A$AP Rocky,78,0.598,0.252,2,-15.085999999999999,1,0.0647,0.193,0.138,0.0992,0.0352,120.06
1264,92,No,Everyday,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,74,0.64,0.742,7,-4.461,0,0.0488,0.0176,0.0,0.157,0.40299999999999997,130.972
1265,47,Yes,Phenomenal,Eminem,61,0.637,0.848,1,-2.36,0,0.0464,0.147,0.0,0.0478,0.0395,120.977
1266,58,No,"Ulay, Oh",How I Became The Bomb,44,0.49200000000000005,0.392,0,-7.736000000000001,1,0.0336,0.92,3.18e-05,0.155,0.488,147.895
1267,14,Yes,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,69,0.8959999999999999,0.672,10,-6.875,0,0.0479,0.0525,3.14e-05,0.12,0.523,105.098
1268,4,Yes,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,74,0.5760000000000001,0.267,2,-5.667999999999999,1,0.044000000000000004,0.878,0.0,0.11900000000000001,0.326,205.888
1269,80,No,Electric Body,A$AP Rocky Featuring ScHoolboy Q,70,0.897,0.598,2,-7.164,1,0.0466,0.49200000000000005,0.0014,0.0646,0.528,119.96600000000001
1270,93,No,You Changed Me,Jamie Foxx Featuring Chris Brown,53,0.696,0.65,11,-6.577999999999999,0,0.252,0.12300000000000001,0.0,0.21,0.531,137.967
1271,61,No,Get Low,Dillon Francis & DJ Snake,73,0.7140000000000001,0.924,1,-3.662,1,0.0515,0.0245,1.75e-05,0.0532,0.505,107.96799999999999
1272,1,Yes,All About That Bass,Meghan Trainor,70,0.8109999999999999,0.879,9,-3.7239999999999998,1,0.0514,0.0476,1.91e-06,0.109,0.9620000000000001,134.064
1273,35,Yes,Homegrown,Zac Brown Band,70,0.7170000000000001,0.7959999999999999,6,-3.677,1,0.0303,0.0189,8.94e-05,0.19,0.9420000000000001,105.01700000000001
1274,21,Yes,Heartbeat Song,Kelly Clarkson,66,0.49,0.7979999999999999,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109
1275,43,Yes,I Bet,Ciara,63,0.7390000000000001,0.616,8,-7.246,1,0.0621,0.0808,0.0,0.0759,0.341,129.016
1276,58,No,King Kunta,Kendrick Lamar,73,0.8809999999999999,0.6579999999999999,11,-4.53,0,0.10099999999999999,0.00515,0.0,0.203,0.486,107.052
1277,56,No,Raise 'Em Up,Keith Urban Featuring Eric Church,57,0.602,0.784,4,-7.854,1,0.0411,0.649,2.2899999999999998e-05,0.17600000000000002,0.493,108.03299999999999
1278,37,Yes,Please,Sawyer Fredericks,70,0.48200000000000004,0.8490000000000001,2,-9.198,1,0.0452,0.6409999999999999,7.74e-06,0.0414,0.937,124.631
1279,39,Yes,Feeling Myself,Nicki Minaj Featuring Beyonce,70,0.682,0.7070000000000001,2,-5.611000000000001,1,0.207,0.45299999999999996,0.00733,0.419,0.439,139.16299999999998
1280,2,Yes,Take Me To Church,Hozier,78,0.5660000000000001,0.664,4,-5.303,0,0.0464,0.634,0.0,0.11599999999999999,0.43700000000000006,128.945
1281,21,Yes,Ayo,Chris Brown & Tyga,84,0.804,0.8859999999999999,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946
1282,63,No,Old Man,Sawyer Fredericks,65,0.64,0.196,4,-11.478,1,0.0267,0.8190000000000001,3.63e-05,0.0978,0.301,143.91899999999998
1283,92,No,Change My Mind,Meghan Linsey,61,0.5920000000000001,0.619,2,-5.205,1,0.0279,0.0519,0.0,0.10300000000000001,0.517,117.021
1284,77,No,She Don't Love You,Eric Paslay,59,0.342,0.33799999999999997,7,-8.414,1,0.028999999999999998,0.302,1.07e-06,0.114,0.172,151.37
1285,92,No,Games,Luke Bryan,73,0.6579999999999999,0.5920000000000001,11,-5.202999999999999,0,0.0318,0.009859999999999999,4.21e-06,0.377,0.32299999999999995,114.05799999999999
1286,30,Yes,Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,68,0.8540000000000001,0.645,6,-8.021,0,0.141,0.0417,0.00011499999999999999,0.10300000000000001,0.569,142.053
1287,5,Yes,I'm Not The Only One,Sam Smith,78,0.45299999999999996,0.496,5,-5.785,1,0.0453,0.5539999999999999,2.65e-05,0.0772,0.501,80.994
1288,51,No,A Guy Walks Into A Bar,Tyler Farr,61,0.428,0.78,0,-3.472,1,0.0373,0.083,0.0,0.115,0.431,147.986
1289,53,No,Geronimo,Sheppard,66,0.7120000000000001,0.763,7,-6.254,1,0.0867,0.47700000000000004,0.00118,0.114,0.503,142.031
1290,52,No,Say You Do,Dierks Bentley,59,0.47700000000000004,0.737,3,-8.166,1,0.0345,0.122,0.0016699999999999998,0.105,0.46799999999999997,147.959
1291,77,No,Nothing Without Love,Nate Ruess,55,0.565,0.73,1,-4.54,1,0.031,0.0879,0.0,0.0652,0.408,82.05799999999999
1292,93,No,Beautiful Life,Nick Fradiani,77,0.614,0.823,1,-3.48,1,0.062,0.0269,0.0,0.0783,0.539,139.94899999999998
1293,94,No,A Thousand Years,Sawyer Fredericks,82,0.42100000000000004,0.40700000000000003,10,-7.445,1,0.0267,0.309,0.0009609999999999999,0.11,0.161,139.028
1294,4,Yes,Lips Are Movin,Meghan Trainor,70,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091
1295,43,Yes,Ain't Worth The Whiskey,Cole Swindell,66,0.43200000000000005,0.738,2,-3.91,1,0.0309,0.042,0.0,0.11900000000000001,0.503,153.71200000000002
1296,60,No,Nobody Love,Tori Kelly,71,0.456,0.342,11,-8.162,0,0.0283,0.129,0.0,0.124,0.22399999999999998,84.087
1297,78,No,American Oxygen,Rihanna,59,0.385,0.48200000000000004,0,-6.757000000000001,1,0.0311,0.151,0.0,0.10099999999999999,0.322,78.495
1298,99,No,Shine On,Sawyer Fredericks,68,0.508,0.93,0,-4.518,1,0.0372,0.00265,2.64e-06,0.406,0.607,96.993
1299,58,No,10 Bands,Drake,72,0.835,0.7559999999999999,7,-3.7889999999999997,1,0.382,0.23,0.0,0.0801,0.87,173.0
1300,10,Yes,Centuries,Fall Out Boy,77,0.385,0.866,4,-2.8169999999999997,0,0.0697,0.004,0.0,0.111,0.551,176.014
1301,71,No,Simple Man,Sawyer Fredericks,71,0.43,0.767,6,-8.561,1,0.042,0.0465,0.00011200000000000001,0.142,0.409,120.353
1302,82,No,Infinity,Mariah Carey,71,0.45899999999999996,0.884,10,-5.005,0,0.0644,0.00539,0.0,0.107,0.615,154.868
1303,52,No,Legend,Drake,81,0.653,0.5770000000000001,1,-9.017999999999999,0,0.11599999999999999,0.016,0.0,0.203,0.196,150.004
1304,40,Yes,Hallelujah,Panic! At The Disco,79,0.6709999999999999,0.617,10,-8.72,1,0.0561,0.401,0.0,0.11900000000000001,0.62,147.986
1305,11,Yes,I Don't Mind,Usher Featuring Juicy J,73,0.87,0.46399999999999997,4,-8.337,1,0.17800000000000002,0.205,0.0,0.0902,0.457,112.97399999999999
1306,30,Yes,Riptide,Vance Joy,80,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654
1307,53,No,Drinking Class,Lee Brice,70,0.6629999999999999,0.53,1,-9.763,1,0.0301,0.0886,0.0,0.154,0.26899999999999996,109.00299999999999
1308,29,Yes,Outside,Calvin Harris Featuring Ellie Goulding,79,0.838,0.6759999999999999,11,-5.521,0,0.0682,0.26,0.0,0.105,0.146,134.054
1309,55,No,Little Red Wagon,Miranda Lambert,58,0.584,0.813,6,-7.221,1,0.0582,0.0297,0.000197,0.272,0.774,95.081
