id,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
573,I Don't,Mariah Carey Featuring YG,81,0.737,0.452,0,-8.366,1,0.0534,0.0578,1.4800000000000002e-05,0.187,0.096,117.962
574,80s Mercedes,Maren Morris,65,0.485,0.8340000000000001,9,-5.412999999999999,1,0.0715,0.0665,0.0,0.28,0.659,90.93299999999999
575,Now & Later,Sage The Gemini,65,0.7809999999999999,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059
576,OTW,DJ Luke Nasty,58,0.743,0.6509999999999999,6,-5.974,1,0.0646,0.0143,0.0,0.079,0.467,82.022
577,Light,Big Sean Featuring Jeremih,76,0.602,0.929,6,-2.741,0,0.0839,0.11800000000000001,0.0,0.10300000000000001,0.677,130.024
578,Kelly Price,Migos Featuring Travis Scott,76,0.745,0.685,4,-5.7,0,0.0313,0.53,0.0,0.17600000000000002,0.43700000000000006,121.977
579,Blue Ain't Your Color,Keith Urban,77,0.6859999999999999,0.41700000000000004,7,-7.787000000000001,1,0.0363,0.606,1.79e-06,0.0844,0.451,82.40700000000001
580,X,21 Savage & Metro Boomin Featuring Future,85,0.764,0.46799999999999997,2,-8.48,1,0.27399999999999997,0.0225,0.0,0.26,0.36,131.026
581,Call Casting,Migos,68,0.852,0.727,1,-4.851,1,0.267,0.0962,0.0,0.154,0.496,130.014
582,Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj,69,0.8029999999999999,0.743,1,-3.602,0,0.0681,0.105,2.12e-06,0.099,0.674,108.005
583,I'm Better,Missy Elliott Featuring Lamb,71,0.7559999999999999,0.789,2,-7.002000000000001,1,0.0324,0.53,0.000711,0.157,0.873,127.98700000000001
584,Get Right Witcha,Migos,80,0.95,0.743,10,-5.861000000000001,0,0.23800000000000002,0.0646,1.1900000000000001e-05,0.10300000000000001,0.62,136.98
585,If The Boot Fits,Granger Smith,62,0.528,0.9279999999999999,3,-5.742999999999999,1,0.0456,0.0252,2.88e-06,0.0467,0.885,162.069
586,Dirty Laundry,Carrie Underwood,72,0.7659999999999999,0.64,0,-8.899,1,0.0345,0.051,0.0,0.237,0.67,100.044
587,Fresh Eyes,Andy Grammer,67,0.8220000000000001,0.544,0,-6.797000000000001,1,0.0332,0.562,2.4e-05,0.14400000000000002,0.861,122.04700000000001
588,Culture,Migos Featuring DJ Khaled,89,0.9359999999999999,0.588,7,-6.9479999999999995,0,0.136,0.0146,0.0,0.139,0.23800000000000002,124.98700000000001
589,Alone,Marshmello,78,0.537,0.528,11,-7.666,0,0.20800000000000002,0.0874,0.0,0.0855,0.124,96.931
590,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,83,0.8859999999999999,0.42700000000000005,6,-10.027999999999999,1,0.145,0.0312,0.00099,0.0906,0.23,108.03399999999999
591,Cold Water,Major Lazer Featuring Justin Bieber & MO,76,0.602,0.797,6,-5.084,0,0.0534,0.055,0.0,0.187,0.49200000000000005,92.928
592,Love On The Weekend,John Mayer,70,0.7290000000000001,0.546,7,-9.305,1,0.0285,0.547,0.0028699999999999997,0.0651,0.406,119.941
593,Sneakin',Drake Featuring 21 Savage,75,0.804,0.56,8,-6.682,1,0.185,0.00479,0.0,0.16399999999999998,0.272,85.023
594,Song For Another Time,Old Dominion,71,0.49700000000000005,0.805,11,-3.995,1,0.0332,0.125,0.0,0.16699999999999998,0.696,166.048
595,Say It,Flume Featuring Tove Lo,74,0.384,0.512,4,-10.545,0,0.0753,0.0798,1.1900000000000001e-05,0.129,0.23399999999999999,107.241
596,Water,Ugly God,74,0.8,0.297,0,-13.1,0,0.40700000000000003,0.66,0.00011100000000000001,0.105,0.213,140.05100000000002
597,Running Back,Wale Featuring Lil Wayne,74,0.5870000000000001,0.6709999999999999,2,-4.48,1,0.14400000000000002,0.0823,0.0,0.161,0.1,127.133
598,You Was Right,Lil Uzi Vert,79,0.843,0.359,0,-7.417000000000001,1,0.461,0.069,0.0,0.12,0.156,81.98700000000001
599,In The Name Of Love,Martin Garrix & Bebe Rexha,85,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.45399999999999996,0.168,133.99
600,Not Afraid Anymore,Halsey,66,0.552,0.742,5,-6.935,0,0.0649,0.0026,5.93e-05,0.128,0.43,131.994
601,Red Opps,21 Savage,67,0.703,0.7090000000000001,9,-6.452000000000001,1,0.402,0.00908,0.0,0.127,0.569,140.998
602,Neighbors,J. Cole,78,0.894,0.284,11,-13.002,0,0.33,0.358,0.000487,0.11,0.413,138.944
603,Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,71,0.569,0.7609999999999999,5,-6.071000000000001,0,0.475,0.261,6.71e-06,0.0748,0.325,180.122
604,Parachute,Chris Stapleton,73,0.639,0.7490000000000001,6,-7.327000000000001,1,0.0297,0.013999999999999999,3.52e-05,0.154,0.648,113.03299999999999
605,All We Know,The Chainsmokers Featuring Phoebe Ryan,78,0.662,0.586,0,-8.821,1,0.0307,0.09699999999999999,0.0027199999999999998,0.115,0.29600000000000004,90.0
606,Just Hold On,Steve Aoki & Louis Tomlinson,80,0.647,0.932,11,-3.515,1,0.0824,0.0038299999999999996,1.5e-06,0.0574,0.374,114.991
607,Beibs In The Trap,Travis Scott,82,0.743,0.5710000000000001,7,-6.053999999999999,0,0.145,0.24,0.0,0.29100000000000004,0.495,119.054
608,My Sh*t,A Boogie Wit da Hoodie,79,0.812,0.621,5,-8.3,1,0.0515,0.244,0.0,0.099,0.847,77.998
609,OOOUUU,Young M.A,72,0.64,0.8190000000000001,7,-4.1080000000000005,1,0.455,0.5329999999999999,0.0,0.156,0.623,166.012
610,I Hate U I Love U,gnash Featuring Olivia O'Brien,85,0.49200000000000005,0.275,6,-13.4,0,0.3,0.687,0.0,0.10099999999999999,0.18,92.6
611,May We All,Florida Georgia Line Featuring Tim McGraw,77,0.488,0.915,7,-4.255,1,0.0389,0.0406,0.0,0.35100000000000003,0.6459999999999999,75.01899999999999
612,Sleep Without You,Brett Young,74,0.632,0.716,5,-5.6770000000000005,0,0.043,0.0169,0.0,0.0758,0.655,88.54899999999999
613,Drinkin' Too Much,Sam Hunt,57,0.41700000000000004,0.39399999999999996,1,-9.412,1,0.0513,0.855,0.0,0.0971,0.125,138.525
614,Immortal,J. Cole,72,0.713,0.419,11,-10.668,1,0.35600000000000004,0.435,2.87e-06,0.126,0.253,91.634
615,What They Want,Russ,81,0.71,0.40399999999999997,1,-10.04,0,0.379,0.484,0.0,0.0953,0.39799999999999996,139.553
616,Unsteady,X Ambassadors,76,0.598,0.6729999999999999,9,-6.1339999999999995,0,0.0469,0.177,0.00031600000000000004,0.203,0.255,117.02
617,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,68,0.96,0.547,6,-6.992000000000001,0,0.0786,0.0496,0.0,0.21600000000000003,0.18600000000000003,121.01
618,How I'll Always Be,Tim McGraw,60,0.456,0.813,2,-4.676,1,0.0452,0.319,5.42e-06,0.0946,0.635,185.993
619,Hallelujah,Pentatonix,79,0.6709999999999999,0.617,10,-8.72,1,0.0561,0.401,0.0,0.11900000000000001,0.62,147.986
620,Shaky Shaky,Daddy Yankee,69,0.892,0.627,1,-4.215,1,0.34299999999999997,0.0631,0.0,0.0645,0.86,87.995
621,Key To The Streets,YFN Lucci Featuring Migos & Trouble,69,0.768,0.687,6,-5.454,0,0.113,0.12300000000000001,0.0,0.113,0.294,140.064
622,We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,71,0.696,0.5670000000000001,9,-8.907,1,0.0374,0.37200000000000005,0.0,0.11199999999999999,0.389,98.03399999999999
623,Careless Whisper,Wham! Featuring George Michael,74,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.7859999999999999,153.119
624,Faith,George Michael,77,0.887,0.48,11,-11.994000000000002,1,0.11699999999999999,0.0094,3.5799999999999996e-05,0.0662,0.607,95.846
625,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,82,0.711,0.7390000000000001,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.91899999999998
626,No Flockin,Kodak Black,77,0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.53200000000001
627,Black Barbies,Nicki Minaj X Mike WiLL Made-It,61,0.8029999999999999,0.585,0,-5.39,1,0.087,0.0734,2.8699999999999996e-05,0.201,0.24100000000000002,146.02
628,Hate U Love U,Olivia O'Brien,69,0.401,0.39799999999999996,6,-8.993,0,0.183,0.71,0.0,0.0962,0.265,180.293
629,"Mary, Did You Know?",Pentatonix,67,0.49700000000000005,0.312,11,-9.088,0,0.0269,0.302,0.0,0.0968,0.177,105.036
630,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",67,0.41200000000000003,0.5479999999999999,10,-6.981,1,0.243,0.0173,0.0,0.18100000000000002,0.17600000000000002,81.293
631,1 Night,Lil Yachty,77,0.762,0.47600000000000003,0,-12.686,1,0.114,0.366,0.0,0.10300000000000001,0.375,130.007
632,Change,J. Cole,68,0.58,0.519,11,-10.652999999999999,0,0.251,0.642,0.00116,0.0936,0.242,107.40100000000001
633,She's Mine Pt.1,J. Cole,66,0.435,0.20199999999999999,2,-15.097000000000001,1,0.0702,0.7759999999999999,0.0976,0.245,0.0429,139.57399999999998
634,Ville Mentality,J. Cole,67,0.857,0.37799999999999995,7,-8.371,0,0.0928,0.789,0.000171,0.11900000000000001,0.626,119.976
635,For Whom The Bell Tolls,J. Cole,66,0.518,0.858,0,-6.146,1,0.0685,0.00635,0.00494,0.0652,0.261,117.90899999999999
636,Six Feet Under,The Weeknd,72,0.768,0.485,6,-8.435,0,0.0825,0.102,0.0,0.128,0.289,140.016
637,Sidewalks,The Weeknd Featuring Kendrick Lamar,72,0.542,0.727,1,-5.268,0,0.0849,0.135,0.0,0.32799999999999996,0.5479999999999999,150.09799999999998
638,Foldin Clothes,J. Cole,64,0.713,0.496,7,-10.045,0,0.311,0.218,0.00023700000000000001,0.0761,0.6,162.039
639,4 Your Eyez Only,J. Cole,78,0.894,0.284,11,-13.002,0,0.33,0.358,0.000487,0.11,0.413,138.944
640,She's Mine Pt. 2,J. Cole,64,0.513,0.19699999999999998,2,-15.167,1,0.0851,0.7759999999999999,0.0027199999999999998,0.114,0.049,69.82
641,False Prophets,J. Cole,62,0.73,0.747,8,-9.496,0,0.324,0.698,1.63e-05,0.152,0.7509999999999999,90.039
642,Everybody Dies,J. Cole,87,0.7340000000000001,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.11199999999999999,0.6890000000000001,129.953
643,Come And See Me,PARTYNEXTDOOR Featuring Drake,80,0.7170000000000001,0.34700000000000003,11,-10.265,0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.98700000000001
644,Darlin' Don't Go,Sundance Head,25,0.49,0.603,4,-6.079,1,0.032,0.00173,0.0,0.134,0.302,119.961
645,Deja Vu,Post Malone Featuring Justin Bieber,79,0.613,0.7020000000000001,7,-6.497999999999999,1,0.0458,0.0995,0.0,0.11599999999999999,0.37200000000000005,133.93200000000002
646,At Last,Sundance Head,68,0.171,0.33,5,-9.699,1,0.0329,0.7070000000000001,0.00381,0.302,0.315,174.43099999999998
647,Setting The World On Fire,Kenny Chesney Featuring P!nk,68,0.61,0.8220000000000001,0,-4.422,1,0.0355,0.0171,1.88e-06,0.09300000000000001,0.43700000000000006,93.993
648,Die For You,The Weeknd,78,0.585,0.513,1,-7.126,0,0.07,0.1,0.0,0.147,0.5329999999999999,133.387
649,This Is What You Came For,Calvin Harris Featuring Rihanna,83,0.63,0.9279999999999999,9,-2.787,0,0.0331,0.19899999999999998,0.124,0.14800000000000002,0.465,123.963
650,Ride,twenty one pilots,84,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.5660000000000001,74.98899999999999
651,Needed Me,Rihanna,77,0.688,0.325,5,-8.083,0,0.251,0.107,0.0,0.0837,0.275,110.88799999999999
652,One Dance,Drake Featuring WizKid & Kyla,79,0.7959999999999999,0.61,1,-5.857,1,0.0516,0.00842,0.00286,0.35100000000000003,0.391,103.99
653,Tiimmy Turner,Desiigner,75,0.597,0.743,6,-3.095,1,0.042,0.18100000000000002,0.0,0.0796,0.299,122.79799999999999
654,Secrets,The Weeknd,72,0.674,0.779,0,-5.779,1,0.0509,0.0183,7.35e-06,0.474,0.732,109.93299999999999
655,Me And Your Mama,Childish Gambino,76,0.439,0.802,7,-3.6439999999999997,1,0.054000000000000006,0.33299999999999996,0.0,0.377,0.725,168.032
656,Home,gnash Featuring Johnny Yukon,79,0.49,0.794,11,-3.8110000000000004,1,0.0738,0.377,0.0,0.0921,0.625,160.031
657,True Colors,The Weeknd,73,0.68,0.429,1,-8.297,1,0.218,0.299,0.0,0.195,0.595,76.806
658,Middle Of A Memory,Cole Swindell,73,0.531,0.746,11,-4.228,1,0.0329,0.0972,0.0,0.102,0.304,139.78799999999998
659,Rockin',The Weeknd,69,0.735,0.8859999999999999,9,-5.572,0,0.21600000000000003,0.013999999999999999,0.0,0.0788,0.758,113.00200000000001
660,All I Know,The Weeknd Featuring Future,68,0.64,0.423,8,-10.567,0,0.0657,0.446,0.000151,0.095,0.18,120.029
661,That's My Girl,Fifth Harmony,74,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049
662,False Alarm,The Weeknd,62,0.643,0.732,5,-6.7620000000000005,0,0.0294,0.006809999999999999,4.57e-05,0.0606,0.18100000000000002,102.979
663,Attention,The Weeknd,92,0.774,0.626,3,-4.4319999999999995,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041
664,Ordinary Life,The Weeknd,68,0.5489999999999999,0.595,7,-7.582999999999999,0,0.0989,0.0322,0.0,0.10300000000000001,0.387,149.859
665,Stargirl Interlude,The Weeknd Featuring Lana Del Rey,66,0.637,0.47700000000000004,5,-12.732999999999999,0,0.11699999999999999,0.355,0.0682,0.0981,0.46799999999999997,90.01799999999999
666,Nothing Without You,The Weeknd,67,0.652,0.637,1,-8.094,1,0.0593,0.0677,0.0,0.0996,0.17300000000000001,110.08
667,A Lonely Night,The Weeknd,67,0.853,0.65,7,-7.03,0,0.0837,0.0466,7.27e-06,0.08900000000000001,0.85,113.993
668,Love To Lay,The Weeknd,66,0.71,0.805,7,-5.045,0,0.0546,0.0475,0.0,0.16,0.72,116.985
669,Distraction,Kehlani,72,0.66,0.698,5,-6.266,0,0.0467,0.0266,0.0,0.29600000000000004,0.396,120.959
670,A Little More Summertime,Jason Aldean,65,0.48200000000000004,0.823,9,-4.446000000000001,1,0.0661,0.0386,3.69e-05,0.0948,0.451,167.665
671,Look Alive,Rae Sremmurd,91,0.922,0.581,10,-7.495,1,0.27,0.0010400000000000001,5.8599999999999995e-05,0.105,0.595,140.02200000000002
672,Fade,Kanye West,79,0.0,2.01e-05,5,-15.776,1,0.0,0.0,0.0,0.0,0.0,0.0
673,Capsize,Frenship & Emily Warren,79,0.6829999999999999,0.708,5,-6.244,0,0.0305,0.0398,0.155,0.6859999999999999,0.355,92.991
674,Gold,Kiiara,77,0.638,0.6990000000000001,1,-5.54,0,0.384,0.0223,0.0,0.0917,0.66,92.939
675,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",83,0.502,0.7859999999999999,9,-4.378,0,0.317,0.255,0.0,0.65,0.7390000000000001,169.021
676,Panda,Desiigner,74,0.72,0.748,10,-5.522,0,0.39299999999999996,0.0235,0.0,0.369,0.24600000000000002,145.22
677,Luv,Tory Lanez,94,0.732,0.75,11,-6.3660000000000005,0,0.231,0.00264,0.0,0.109,0.401,155.096
678,My Way,Calvin Harris,82,0.8190000000000001,0.9129999999999999,4,-3.0589999999999997,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.98899999999999
679,Ain't My Fault,Zara Larsson,69,0.723,0.8240000000000001,11,-5.9110000000000005,0,0.0331,0.00155,0.16699999999999998,0.33299999999999996,0.76,123.01100000000001
680,Move,Luke Bryan,69,0.529,0.922,3,-3.84,1,0.0459,0.000198,0.0,0.26,0.628,109.84700000000001
681,Slumber Party,Britney Spears Featuring Tinashe,69,0.752,0.784,0,-4.941,1,0.0754,0.322,0.0,0.11,0.46399999999999997,135.039
682,Vice,Miranda Lambert,65,0.568,0.562,9,-7.775,1,0.0418,0.10099999999999999,6.159999999999999e-05,0.363,0.247,133.64700000000002
683,Litty,Meek Mill Featuring Tory Lanez,74,0.5920000000000001,0.701,10,-4.013999999999999,0,0.0858,0.0451,0.0,0.327,0.282,129.501
684,PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,53,0.9,0.535,1,-5.5089999999999995,1,0.0652,0.0441,0.307,0.0774,0.496,136.045
685,Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,67,0.695,0.8370000000000001,1,-5.617000000000001,0,0.281,0.245,0.0,0.36700000000000005,0.639,115.06700000000001
686,Infinite,Eminem,76,0.765,0.7879999999999999,3,-9.896,1,0.0332,0.0166,0.588,0.0513,0.9640000000000001,126.87899999999999
687,Send My Love (To Your New Lover),Adele,74,0.69,0.524,6,-8.39,0,0.10300000000000001,0.0415,3.16e-06,0.17,0.562,164.023
688,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,73,0.489,0.898,5,-4.369,1,0.0365,0.025,4.11e-06,0.255,0.763,164.032
689,Too Good,Drake Featuring Rihanna,88,0.6609999999999999,0.373,5,-8.249,1,0.0505,0.615,0.0,0.177,0.523,91.5
690,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,77,0.728,0.563,1,-8.052999999999999,0,0.134,0.621,0.0,0.179,0.35200000000000004,100.01700000000001
691,Hallelujah,Leonard Cohen,79,0.6709999999999999,0.617,10,-8.72,1,0.0561,0.401,0.0,0.11900000000000001,0.62,147.986
692,We The People....,A Tribe Called Quest,64,0.71,0.805,1,-5.471,1,0.0637,0.00909,0.0,0.141,0.897,92.601
693,Setting Fires,The Chainsmokers Featuring XYLO,66,0.627,0.7170000000000001,8,-5.751,0,0.0376,0.017,0.0,0.261,0.561,105.05
694,It Don't Hurt Like It Used To,Billy Currington,74,0.503,0.8240000000000001,3,-4.039,1,0.0524,0.083,0.0,0.21,0.44799999999999995,161.981
695,Shout Out To My Ex,Little Mix,80,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23e-06,0.11,0.8,126.014
696,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",65,0.764,0.5589999999999999,0,-7.153,1,0.0265,0.247,3.05e-05,0.125,0.627,105.021
697,"Sit Still, Look Pretty",Daya,72,0.657,0.7390000000000001,2,-4.081,1,0.27399999999999997,0.141,0.0,0.17800000000000002,0.5429999999999999,181.99400000000003
698,Money Longer,Lil Uzi Vert,82,0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.10800000000000001,0.478,136.173
699,No Limit,Usher Featuring Young Thug,91,0.838,0.7709999999999999,1,-3.7910000000000004,1,0.244,0.0117,0.0,0.0853,0.405,175.957
700,I Know Somebody,LOCASH,74,0.857,0.517,0,-6.972,1,0.0384,0.565,0.000195,0.102,0.754,129.063
701,All Eyez,The Game Featuring Jeremih,76,0.872,0.723,1,-5.968,1,0.247,0.0293,0.0,0.327,0.843,93.279
702,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,62,0.9229999999999999,0.599,6,-4.888,1,0.23800000000000002,0.07,1.23e-06,0.0951,0.667,138.024
703,Hold Up,Beyonce,72,0.747,0.5529999999999999,1,-7.294,1,0.11699999999999999,0.281,0.0,0.11699999999999999,0.262,141.888
704,Gangsta,Kehlani,75,0.439,0.447,10,-8.318,0,0.0436,0.111,0.0,0.303,0.11,121.48
705,Hymn For The Weekend,Coldplay,82,0.565,0.8490000000000001,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.42700000000000005,102.03399999999999
706,Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,60,0.795,0.44799999999999995,9,-7.989,1,0.0742,0.24600000000000002,0.0,0.11699999999999999,0.28,120.92399999999999
707,Offended,Meek Mill Featuring Young Thug & 21 Savage,69,0.675,0.87,1,-4.595,1,0.36200000000000004,0.585,0.0,0.841,0.722,140.741
708,"Two Birds, One Stone",Drake,57,0.46,0.8320000000000001,8,-2.628,1,0.23199999999999998,0.32899999999999996,0.0,0.127,0.358,86.35
709,On The Regular,Meek Mill,58,0.7809999999999999,0.764,2,-3.252,1,0.16399999999999998,0.0175,0.0,0.102,0.35200000000000004,146.03
710,The Difference,Meek Mill Featuring Quavo,63,0.517,0.93,6,-3.9019999999999997,0,0.21600000000000003,0.0598,0.0,0.35,0.696,170.06799999999998
711,Blue Notes,Meek Mill,69,0.515,0.431,4,-8.251,1,0.257,0.665,0.0,0.147,0.184,141.392
712,Blessed Up,Meek Mill,58,0.647,0.59,6,-9.931000000000001,1,0.247,0.0609,0.0,0.381,0.415,92.275
713,Cool Girl,Tove Lo,68,0.667,0.7090000000000001,9,-7.018,0,0.105,0.33,3.74e-06,0.077,0.233,101.975
714,Into You,Ariana Grande,76,0.636,0.728,9,-5.871,1,0.0999,0.0153,1.46e-06,0.154,0.384,107.986
715,Controlla,Drake,72,0.747,0.47700000000000004,10,-11.062000000000001,0,0.276,0.0962,0.0,0.114,0.321,93.44
716,A-YO,Lady Gaga,81,0.82,0.696,7,-4.918,0,0.182,0.11900000000000001,0.0,0.231,0.617,144.981
717,Perfect Illusion,Lady Gaga,66,0.625,0.855,1,-5.471,0,0.0389,0.0013800000000000002,0.0,0.35700000000000004,0.6679999999999999,124.977
718,This Girl,Kungs vs Cookin' On 3 Burners,68,0.547,0.79,4,-5.001,1,0.0694,0.0214,0.0,0.0312,0.5870000000000001,86.03299999999999
719,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,71,0.927,0.34299999999999997,0,-9.371,0,0.547,0.0411,0.0,0.136,0.40299999999999997,93.01799999999999
720,CRZY,Kehlani,71,0.8270000000000001,0.7020000000000001,6,-7.263999999999999,1,0.267,0.226,5.04e-05,0.158,0.6940000000000001,130.02
721,Lockjaw,French Montana Featuring Kodak Black,73,0.615,0.648,5,-3.792,0,0.22,0.0411,0.0,0.27699999999999997,0.26,169.912
722,You & Me,Marc E. Bassy Featuring G-Eazy,66,0.648,0.5589999999999999,11,-8.424,0,0.128,0.285,0.10300000000000001,0.11599999999999999,0.159,113.054
723,For Free,DJ Khaled Featuring Drake,65,0.9159999999999999,0.5710000000000001,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521
724,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,83,0.8029999999999999,0.585,8,-5.861000000000001,1,0.0432,0.10300000000000001,3.94e-06,0.0644,0.593,105.01700000000001
725,Blow Your Mind (Mwah),Dua Lipa,79,0.654,0.7959999999999999,2,-4.761,0,0.122,0.0188,0.0,0.0948,0.491,108.854
726,Different For Girls,Dierks Bentley Featuring Elle King,71,0.6609999999999999,0.785,4,-5.622999999999999,1,0.0369,0.445,0.000266,0.0854,0.371,91.975
727,THat Part,ScHoolboy Q Featuring Kanye West,73,0.919,0.519,6,-7.638999999999999,0,0.0902,0.0886,0.0,0.135,0.326,112.991
728,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,75,0.6890000000000001,0.7909999999999999,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04
729,Rock On,Tucker Beathard,63,0.46299999999999997,0.499,8,-7.435,0,0.33799999999999997,0.355,0.0,0.0796,0.604,100.823
730,I Met A Girl,William Michael Morgan,62,0.41,0.637,6,-7.932,1,0.0515,0.9,0.0,0.11800000000000001,0.54,86.96700000000001
731,I Got The Keys,DJ Khaled Featuring Jay Z & Future,82,0.609,0.445,7,-9.129,1,0.106,0.603,6.77e-06,0.10400000000000001,0.166,118.39299999999999
732,Just Like Fire,P!nk,74,0.632,0.701,7,-5.921,1,0.146,0.0114,0.0,0.10800000000000001,0.49700000000000005,162.958
733,Father Stretch My Hands Pt. 1,Kanye West,75,0.7140000000000001,0.5660000000000001,7,-4.408,1,0.055999999999999994,0.142,1.25e-06,0.57,0.449,113.074
734,You Don't Own Me,Grace Featuring G-Eazy,74,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.24900000000002
735,Peter Pan,Kelsea Ballerini,68,0.514,0.659,1,-6.142,1,0.0309,0.0284,0.0,0.266,0.46299999999999997,76.483
736,Kids,OneRepublic,78,0.451,0.9309999999999999,9,-3.8710000000000004,1,0.0719,0.0007599999999999999,0.0049,0.361,0.172,122.961
737,Forever Country,"Artists Of Then, Now & Forever",59,0.2,0.698,7,-5.872999999999999,1,0.0399,0.413,1.6899999999999997e-05,0.0925,0.132,89.99799999999999
738,Cranes In The Sky,Solange,72,0.7190000000000001,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988
739,Low Life,Future Featuring The Weeknd,83,0.722,0.331,8,-7.789,1,0.0725,0.337,0.28300000000000003,0.146,0.102,143.974
740,Make You Miss Me,Sam Hunt,76,0.612,0.46799999999999997,7,-6.597,1,0.0314,0.168,0.0,0.11199999999999999,0.165,146.026
741,Don't Touch My Hair,Solange Featuring Sampha,65,0.823,0.41100000000000003,0,-7.061,1,0.0557,0.409,0.00135,0.649,0.397,90.99700000000001
742,LIFTED,CL,70,0.469,0.132,10,-14.001,1,0.0807,0.929,0.0,0.0873,0.36,67.01100000000001
743,Work,Rihanna Featuring Drake,74,0.8240000000000001,0.612,6,-6.055,1,0.0783,0.155,0.0,0.0878,0.5820000000000001,91.99
744,I Took A Pill In Ibiza,Mike Posner,77,0.665,0.725,7,-6.587999999999999,0,0.12,0.034,9.17e-06,0.0864,0.703,101.96
745,Never Be Like You,Flume Featuring Kai,73,0.444,0.557,0,-5.476,1,0.0602,0.45299999999999996,0.0,0.152,0.29600000000000004,115.05799999999999
746,H.O.L.Y.,Florida Georgia Line,78,0.525,0.685,7,-3.9539999999999997,0,0.0351,0.385,0.0,0.0731,0.54,78.003
747,Mama Said,Lukas Graham,71,0.7120000000000001,0.799,7,-4.564,0,0.0703,0.0447,6.4e-05,0.37,0.591,83.99600000000001
748,Me Too,Meghan Trainor,77,0.934,0.6940000000000001,11,-5.849,0,0.10099999999999999,0.0962,1.2e-06,0.478,0.835,123.829
749,Purple Lamborghini,Skrillex & Rick Ross,76,0.457,0.899,10,-2.591,0,0.132,0.0019,0.0,0.831,0.298,147.268
750,With You Tonight / Hasta El Amanecer,Nicky Jam,57,0.7809999999999999,0.588,6,-5.348,0,0.0386,0.317,0.0,0.0983,0.564,93.979
751,You Look Like I Need A Drink,Justin Moore,61,0.617,0.843,11,-3.593,1,0.027999999999999997,0.0030600000000000002,0.0,0.0792,0.897,105.97399999999999
752,No Shopping,French Montana Featuring Drake,63,0.895,0.491,10,-10.261,0,0.24600000000000002,0.0144,0.0009880000000000002,0.14300000000000002,0.249,83.505
753,7 Years,Lukas Graham,83,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992
754,Cancer,twenty one pilots,71,0.652,0.295,2,-11.045,1,0.0477,0.281,1.0300000000000001e-05,0.0809,0.196,75.065
755,My PYT,Wale,67,0.563,0.414,0,-11.409,1,0.37,0.0298,0.0,0.0854,0.446,193.549
756,Grass Ain't Greener,Chris Brown,72,0.644,0.601,10,-5.0969999999999995,0,0.0496,0.38799999999999996,0.0,0.0884,0.518,133.946
757,Stressed Out,twenty one pilots,85,0.7340000000000001,0.637,4,-5.6770000000000005,0,0.141,0.0462,2.2899999999999998e-05,0.0602,0.648,169.977
758,Don't Mind,Kent Jones,77,0.728,0.563,1,-8.052999999999999,0,0.134,0.621,0.0,0.179,0.35200000000000004,100.01700000000001
